"","value","group","gsm"
"GSM65837",9.450665,"high","GSM65837"
"GSM65838",9.74101,"high","GSM65838"
"GSM65839",9.404771,"high","GSM65839"
"GSM65840",9.90131,"high","GSM65840"
"GSM65841",9.512851,"high","GSM65841"
"GSM65842",9.310431,"high","GSM65842"
"GSM65843",9.45338,"high","GSM65843"
"GSM65844",9.095231,"low","GSM65844"
"GSM65845",9.874916,"high","GSM65845"
"GSM65846",9.435538,"high","GSM65846"
"GSM65847",10.147652,"high","GSM65847"
"GSM65848",9.953571,"high","GSM65848"
"GSM65849",9.769469,"high","GSM65849"
"GSM65850",9.884279,"high","GSM65850"
"GSM65851",9.581882,"high","GSM65851"
"GSM65852",9.456356,"high","GSM65852"
"GSM65853",9.88663,"high","GSM65853"
"GSM65854",10.177627,"high","GSM65854"
"GSM65855",9.910011,"high","GSM65855"
"GSM65856",9.900907,"high","GSM65856"
"GSM65857",9.379044,"high","GSM65857"
"GSM65858",9.569351,"high","GSM65858"
"GSM65859",9.870237,"high","GSM65859"
"GSM65860",10.110704,"high","GSM65860"
"GSM65861",9.500938,"high","GSM65861"
"GSM65862",9.658128,"high","GSM65862"
"GSM65863",9.623636,"high","GSM65863"
"GSM65864",9.435,"high","GSM65864"
"GSM65865",9.860906,"high","GSM65865"
"GSM65866",9.808996,"high","GSM65866"
"GSM65867",9.432074,"high","GSM65867"
"GSM65868",9.83494,"high","GSM65868"
"GSM65869",10.307849,"high","GSM65869"
"GSM65870",10.047488,"high","GSM65870"
"GSM65871",10.064593,"high","GSM65871"
"GSM65872",9.486144,"high","GSM65872"
"GSM65873",9.421271,"high","GSM65873"
"GSM65874",10.163252,"high","GSM65874"
"GSM65875",9.821485,"high","GSM65875"
"GSM65876",9.61852,"high","GSM65876"
"GSM65877",9.792252,"high","GSM65877"
"GSM65878",9.716297,"high","GSM65878"
"GSM65879",10.517824,"high","GSM65879"
"GSM65880",9.795546,"high","GSM65880"
"GSM79114",7.8712442084288,"high","GSM79114"
"GSM79115",7.92176933982586,"high","GSM79115"
"GSM79116",8.165976643179,"high","GSM79116"
"GSM79117",7.82227785179204,"high","GSM79117"
"GSM79118",5.34944304404667,"low","GSM79118"
"GSM79119",7.6261311637832,"high","GSM79119"
"GSM79120",8.32499004280967,"high","GSM79120"
"GSM79121",7.54394725684437,"high","GSM79121"
"GSM79122",7.79802984997514,"high","GSM79122"
"GSM79123",7.95264581849815,"high","GSM79123"
"GSM79124",8.48588827526274,"high","GSM79124"
"GSM79125",6.71538520731965,"low","GSM79125"
"GSM79126",5.98273731715652,"low","GSM79126"
"GSM79127",7.96862653493668,"high","GSM79127"
"GSM79128",7.39576786195335,"low","GSM79128"
"GSM79129",7.78576636458283,"high","GSM79129"
"GSM79130",7.67028128049185,"high","GSM79130"
"GSM79131",5.22824577329358,"low","GSM79131"
"GSM79132",5.95338788818504,"low","GSM79132"
"GSM79133",5.59035830395054,"low","GSM79133"
"GSM79134",7.71931341645779,"high","GSM79134"
"GSM79135",6.09832431578018,"low","GSM79135"
"GSM79136",6.89664349318797,"low","GSM79136"
"GSM79137",7.20229529975195,"low","GSM79137"
"GSM79138",7.80665589962225,"high","GSM79138"
"GSM79139",7.27632050121296,"low","GSM79139"
"GSM79140",4.98091885336454,"low","GSM79140"
"GSM79141",7.78511174421479,"high","GSM79141"
"GSM79142",7.26480982320516,"low","GSM79142"
"GSM79143",7.18603606641192,"low","GSM79143"
"GSM79144",7.15702836950551,"low","GSM79144"
"GSM79145",8.15043260028788,"high","GSM79145"
"GSM79146",7.01930422849505,"low","GSM79146"
"GSM79147",4.67457903996013,"low","GSM79147"
"GSM79148",8.20928813216252,"high","GSM79148"
"GSM79149",7.70779905487102,"high","GSM79149"
"GSM79150",7.70704654461005,"high","GSM79150"
"GSM79151",8.23464734013927,"high","GSM79151"
"GSM79152",6.41226314749702,"low","GSM79152"
"GSM79153",7.62498935630532,"high","GSM79153"
"GSM79154",7.47530658770055,"high","GSM79154"
"GSM79155",4.71519973531703,"low","GSM79155"
"GSM79156",7.92890720259829,"high","GSM79156"
"GSM79157",8.10186791607623,"high","GSM79157"
"GSM79158",8.04325836666743,"high","GSM79158"
"GSM79159",5.10081557471419,"low","GSM79159"
"GSM79160",7.14169760463902,"low","GSM79160"
"GSM79161",7.70622998894586,"high","GSM79161"
"GSM79162",7.6254834678854,"high","GSM79162"
"GSM79163",5.30948985204588,"low","GSM79163"
"GSM79164",7.43369250659254,"high","GSM79164"
"GSM79165",6.49747755747576,"low","GSM79165"
"GSM79166",7.16086950507304,"low","GSM79166"
"GSM79167",5.23076364412044,"low","GSM79167"
"GSM79168",7.74383524491574,"high","GSM79168"
"GSM79169",7.86294986284763,"high","GSM79169"
"GSM79170",7.48795003669942,"high","GSM79170"
"GSM79171",7.54675018402345,"high","GSM79171"
"GSM79172",6.99414026261987,"low","GSM79172"
"GSM79173",6.86042872217064,"low","GSM79173"
"GSM79174",8.00875345218565,"high","GSM79174"
"GSM79175",7.0252916809335,"low","GSM79175"
"GSM79176",7.96124807774475,"high","GSM79176"
"GSM79177",7.99428857000517,"high","GSM79177"
"GSM79178",7.4402381619036,"high","GSM79178"
"GSM79179",7.61922535801436,"high","GSM79179"
"GSM79180",7.39823333429098,"low","GSM79180"
"GSM79181",8.00126877335294,"high","GSM79181"
"GSM79182",7.72308571034219,"high","GSM79182"
"GSM79183",7.52606180198447,"high","GSM79183"
"GSM79184",7.38672366762442,"low","GSM79184"
"GSM79185",7.46355227630404,"high","GSM79185"
"GSM79186",7.38087210383727,"low","GSM79186"
"GSM79187",5.70219633259905,"low","GSM79187"
"GSM79188",7.77124851995223,"high","GSM79188"
"GSM79189",6.13026806516591,"low","GSM79189"
"GSM79190",7.82073818403322,"high","GSM79190"
"GSM79191",7.34210509471383,"low","GSM79191"
"GSM79192",8.0054563656486,"high","GSM79192"
"GSM79193",7.32729753266204,"low","GSM79193"
"GSM79194",7.4533553293317,"high","GSM79194"
"GSM79195",7.79491072975634,"high","GSM79195"
"GSM79196",7.14202656593161,"low","GSM79196"
"GSM79197",6.99229565014102,"low","GSM79197"
"GSM79198",7.71429376861542,"high","GSM79198"
"GSM79199",8.22523909818896,"high","GSM79199"
"GSM79200",6.99741663907132,"low","GSM79200"
"GSM79201",7.49526895688023,"high","GSM79201"
"GSM79202",7.82888667423496,"high","GSM79202"
"GSM79203",7.11530224376575,"low","GSM79203"
"GSM79204",8.1334672185475,"high","GSM79204"
"GSM79205",8.16052400280753,"high","GSM79205"
"GSM79206",7.70484757681994,"high","GSM79206"
"GSM79207",6.598499641401,"low","GSM79207"
"GSM79208",7.45547816315588,"high","GSM79208"
"GSM79209",7.88716203058622,"high","GSM79209"
"GSM79210",7.43651410793366,"high","GSM79210"
"GSM79211",5.34966567547032,"low","GSM79211"
"GSM79212",6.98642714609383,"low","GSM79212"
"GSM79213",7.11041087059773,"low","GSM79213"
"GSM79214",7.23336373493054,"low","GSM79214"
"GSM79215",6.80797253167786,"low","GSM79215"
"GSM79216",6.93611545786012,"low","GSM79216"
"GSM79217",7.32076085190499,"low","GSM79217"
"GSM79218",7.59509581131275,"high","GSM79218"
"GSM79219",7.65334372831562,"high","GSM79219"
"GSM79220",7.71216905765,"high","GSM79220"
"GSM79221",8.4591687726061,"high","GSM79221"
"GSM79222",7.64506987818387,"high","GSM79222"
"GSM79223",7.11659166484646,"low","GSM79223"
"GSM79224",5.96330277149225,"low","GSM79224"
"GSM79225",7.94627516467548,"high","GSM79225"
"GSM79226",4.97517855095061,"low","GSM79226"
"GSM79227",4.79207140159145,"low","GSM79227"
"GSM79228",7.99408487552373,"high","GSM79228"
"GSM79229",7.84913141175304,"high","GSM79229"
"GSM79230",7.20125486752836,"low","GSM79230"
"GSM79231",8.03189370755664,"high","GSM79231"
"GSM79232",7.6734959048492,"high","GSM79232"
"GSM79233",6.58694208945111,"low","GSM79233"
"GSM79234",5.46457627814069,"low","GSM79234"
"GSM79235",7.11663486961457,"low","GSM79235"
"GSM79236",7.52920768396622,"high","GSM79236"
"GSM79237",7.12634946667444,"low","GSM79237"
"GSM79238",6.45674103844822,"low","GSM79238"
"GSM79239",7.63359016435695,"high","GSM79239"
"GSM79240",7.59704390302416,"high","GSM79240"
"GSM79241",7.43465460009031,"high","GSM79241"
"GSM79242",7.59477211351473,"high","GSM79242"
"GSM79243",7.2936849052027,"low","GSM79243"
"GSM79244",6.97593638368324,"low","GSM79244"
"GSM79245",8.26758733492137,"high","GSM79245"
"GSM79246",6.69025988244519,"low","GSM79246"
"GSM79247",6.84022178186465,"low","GSM79247"
"GSM79248",7.35786551238875,"low","GSM79248"
"GSM79249",7.56277223240743,"high","GSM79249"
"GSM79250",7.82514336218154,"high","GSM79250"
"GSM79251",8.14695539391943,"high","GSM79251"
"GSM79252",7.03445481478675,"low","GSM79252"
"GSM79253",7.6150551318238,"high","GSM79253"
"GSM79254",7.94802528854001,"high","GSM79254"
"GSM79255",8.34815646851263,"high","GSM79255"
"GSM79256",7.28939233435618,"low","GSM79256"
"GSM79257",6.6338385889462,"low","GSM79257"
"GSM79258",7.21064890683324,"low","GSM79258"
"GSM79259",7.23613927850966,"low","GSM79259"
"GSM79260",7.39537826049385,"low","GSM79260"
"GSM79261",7.50482706403269,"high","GSM79261"
"GSM79262",7.83272336388735,"high","GSM79262"
"GSM79263",7.1700928459695,"low","GSM79263"
"GSM79264",7.53841090432318,"high","GSM79264"
"GSM79265",7.50258087130335,"high","GSM79265"
"GSM79266",6.70434392821128,"low","GSM79266"
"GSM79267",7.52776301715809,"high","GSM79267"
"GSM79268",7.72826865281906,"high","GSM79268"
"GSM79269",7.3678082479401,"low","GSM79269"
"GSM79270",7.50434046317908,"high","GSM79270"
"GSM79271",6.55572011037932,"low","GSM79271"
"GSM79272",7.11229518842832,"low","GSM79272"
"GSM79273",6.76049810564841,"low","GSM79273"
"GSM79274",6.26366440675434,"low","GSM79274"
"GSM79275",7.10056753817129,"low","GSM79275"
"GSM79276",5.31885026186863,"low","GSM79276"
"GSM79277",7.50365217828714,"high","GSM79277"
"GSM79278",6.98062586700727,"low","GSM79278"
"GSM79279",6.78187837776191,"low","GSM79279"
"GSM79280",6.73370855151481,"low","GSM79280"
"GSM79281",6.68314410773381,"low","GSM79281"
"GSM79282",7.30651283684716,"low","GSM79282"
"GSM79283",7.14969825132251,"low","GSM79283"
"GSM79284",5.14745813676004,"low","GSM79284"
"GSM79285",6.99076786181015,"low","GSM79285"
"GSM79286",7.01589853960783,"low","GSM79286"
"GSM79287",6.06246256347748,"low","GSM79287"
"GSM79288",7.21053734318706,"low","GSM79288"
"GSM79289",6.80078027132662,"low","GSM79289"
"GSM79290",7.99892954879187,"high","GSM79290"
"GSM79291",7.6161471521723,"high","GSM79291"
"GSM79292",5.42878080081595,"low","GSM79292"
"GSM79293",6.89136904408061,"low","GSM79293"
"GSM79294",7.4916373388109,"high","GSM79294"
"GSM79295",7.06264719252505,"low","GSM79295"
"GSM79296",6.12184640021717,"low","GSM79296"
"GSM79297",6.15334356201318,"low","GSM79297"
"GSM79298",7.14235539160877,"low","GSM79298"
"GSM79299",6.17228227173489,"low","GSM79299"
"GSM79300",7.17017876555128,"low","GSM79300"
"GSM79301",5.25527571050563,"low","GSM79301"
"GSM79302",7.6565955510624,"high","GSM79302"
"GSM79303",7.05197227993623,"low","GSM79303"
"GSM79304",7.82402468676987,"high","GSM79304"
"GSM79305",7.83151228527958,"high","GSM79305"
"GSM79306",6.95869543256817,"low","GSM79306"
"GSM79307",7.5841714592357,"high","GSM79307"
"GSM79308",8.00720958785111,"high","GSM79308"
"GSM79309",7.62892659265297,"high","GSM79309"
"GSM79310",6.16335269898398,"low","GSM79310"
"GSM79311",7.72668144800233,"high","GSM79311"
"GSM79312",7.39519993949518,"low","GSM79312"
"GSM79313",6.91619084856189,"low","GSM79313"
"GSM79314",7.81038740597887,"high","GSM79314"
"GSM79315",8.124139601338,"high","GSM79315"
"GSM79316",6.80757861353161,"low","GSM79316"
"GSM79317",5.15257046491251,"low","GSM79317"
"GSM79318",7.33077802136726,"low","GSM79318"
"GSM79319",7.79731961384851,"high","GSM79319"
"GSM79320",6.86318545854575,"low","GSM79320"
"GSM79321",6.17695567352184,"low","GSM79321"
"GSM79322",8.17635054675377,"high","GSM79322"
"GSM79323",7.04172302166292,"low","GSM79323"
"GSM79324",7.76788258673723,"high","GSM79324"
"GSM79325",7.24248833407201,"low","GSM79325"
"GSM79326",7.20994480612402,"low","GSM79326"
"GSM79327",8.00926029985464,"high","GSM79327"
"GSM79328",7.69964693322724,"high","GSM79328"
"GSM79329",7.45803428728638,"high","GSM79329"
"GSM79330",5.20091205345594,"low","GSM79330"
"GSM79331",7.87710950419355,"high","GSM79331"
"GSM79332",7.67027508127553,"high","GSM79332"
"GSM79333",6.36072133603794,"low","GSM79333"
"GSM79334",6.86040286749126,"low","GSM79334"
"GSM79335",8.03276248809321,"high","GSM79335"
"GSM79336",7.42184859480575,"low","GSM79336"
"GSM79337",7.27045751378409,"low","GSM79337"
"GSM79338",6.35975187364598,"low","GSM79338"
"GSM79339",8.05806053677532,"high","GSM79339"
"GSM79340",5.51988248979649,"low","GSM79340"
"GSM79341",6.84546643713117,"low","GSM79341"
"GSM79342",7.7612668537237,"high","GSM79342"
"GSM79343",7.52136322657715,"high","GSM79343"
"GSM79344",6.80891120889799,"low","GSM79344"
"GSM79345",7.77412971698278,"high","GSM79345"
"GSM79346",8.06026984793157,"high","GSM79346"
"GSM79347",7.75168846688934,"high","GSM79347"
"GSM79348",8.02245982833611,"high","GSM79348"
"GSM79349",7.83393620356105,"high","GSM79349"
"GSM79350",7.72359035536132,"high","GSM79350"
"GSM79351",6.43989020907905,"low","GSM79351"
"GSM79352",7.67374317202146,"high","GSM79352"
"GSM79353",7.04921192575428,"low","GSM79353"
"GSM79354",7.78477351058525,"high","GSM79354"
"GSM79355",7.97440908509868,"high","GSM79355"
"GSM79356",5.98976057251742,"low","GSM79356"
"GSM79357",7.9088896867286,"high","GSM79357"
"GSM79358",7.06314073914427,"low","GSM79358"
"GSM79359",7.8282247173955,"high","GSM79359"
"GSM79360",8.53540555294236,"high","GSM79360"
"GSM79361",7.36942404498902,"low","GSM79361"
"GSM79362",6.3668030611372,"low","GSM79362"
"GSM79363",7.7245900279803,"high","GSM79363"
"GSM79364",7.57284131063805,"high","GSM79364"
"GSM110625",7.8712442084288,"high","GSM110625"
"GSM110626",7.92176933982586,"high","GSM110626"
"GSM110627",8.165976643179,"high","GSM110627"
"GSM110628",7.82227785179204,"high","GSM110628"
"GSM110629",5.34944304404667,"low","GSM110629"
"GSM110630",7.6261311637832,"high","GSM110630"
"GSM110631",8.32499004280967,"high","GSM110631"
"GSM110632",7.54394725684437,"high","GSM110632"
"GSM110633",7.79802984997514,"high","GSM110633"
"GSM110634",7.95264581849815,"high","GSM110634"
"GSM110635",8.48588827526274,"high","GSM110635"
"GSM110636",6.71538520731965,"low","GSM110636"
"GSM110637",5.98273731715652,"low","GSM110637"
"GSM110638",7.96862653493668,"high","GSM110638"
"GSM110639",7.39576786195335,"high","GSM110639"
"GSM110640",7.78576636458283,"high","GSM110640"
"GSM110641",7.67028128049185,"high","GSM110641"
"GSM110642",5.22824577329358,"low","GSM110642"
"GSM110643",5.95338788818504,"low","GSM110643"
"GSM110644",5.59035830395054,"low","GSM110644"
"GSM110645",7.71931341645779,"high","GSM110645"
"GSM110646",6.09832431578018,"low","GSM110646"
"GSM110647",6.89664349318797,"low","GSM110647"
"GSM110648",7.20229529975195,"low","GSM110648"
"GSM110649",7.80665589962225,"high","GSM110649"
"GSM110650",7.27632050121296,"high","GSM110650"
"GSM110651",4.98091885336454,"low","GSM110651"
"GSM110652",7.78511174421479,"high","GSM110652"
"GSM110653",7.26480982320516,"high","GSM110653"
"GSM110654",7.18603606641192,"low","GSM110654"
"GSM110655",7.15702836950551,"low","GSM110655"
"GSM110656",8.15043260028788,"high","GSM110656"
"GSM110657",7.01930422849505,"low","GSM110657"
"GSM110658",4.67457903996013,"low","GSM110658"
"GSM110659",8.20928813216252,"high","GSM110659"
"GSM110660",7.70704654461005,"high","GSM110660"
"GSM110661",8.23464734013927,"high","GSM110661"
"GSM110662",6.41226314749702,"low","GSM110662"
"GSM110663",7.62498935630532,"high","GSM110663"
"GSM110664",7.47530658770055,"high","GSM110664"
"GSM110665",4.71519973531703,"low","GSM110665"
"GSM110666",7.92890720259829,"high","GSM110666"
"GSM110667",8.10186791607623,"high","GSM110667"
"GSM110668",8.04325836666743,"high","GSM110668"
"GSM110669",5.10081557471419,"low","GSM110669"
"GSM110670",7.14169760463902,"low","GSM110670"
"GSM110671",7.70622998894586,"high","GSM110671"
"GSM110672",7.6254834678854,"high","GSM110672"
"GSM110673",5.30948985204588,"low","GSM110673"
"GSM110674",7.43369250659254,"high","GSM110674"
"GSM110675",6.49747755747576,"low","GSM110675"
"GSM110676",7.16086950507304,"low","GSM110676"
"GSM110677",5.23076364412044,"low","GSM110677"
"GSM110678",7.74383524491574,"high","GSM110678"
"GSM110679",7.86294986284763,"high","GSM110679"
"GSM110680",7.48795003669942,"high","GSM110680"
"GSM110681",7.54675018402345,"high","GSM110681"
"GSM110682",6.99414026261987,"low","GSM110682"
"GSM110683",6.86042872217064,"low","GSM110683"
"GSM110684",8.00875345218565,"high","GSM110684"
"GSM110685",7.0252916809335,"low","GSM110685"
"GSM110686",7.96124807774475,"high","GSM110686"
"GSM110687",7.99428857000517,"high","GSM110687"
"GSM110688",7.4402381619036,"high","GSM110688"
"GSM110689",7.61922535801436,"high","GSM110689"
"GSM110690",7.39823333429098,"high","GSM110690"
"GSM110691",8.00126877335294,"high","GSM110691"
"GSM110692",7.72308571034219,"high","GSM110692"
"GSM110693",7.52606180198447,"high","GSM110693"
"GSM110694",7.38672366762442,"high","GSM110694"
"GSM110695",7.46355227630404,"high","GSM110695"
"GSM110696",7.38087210383727,"high","GSM110696"
"GSM110697",5.70219633259905,"low","GSM110697"
"GSM110698",7.77124851995223,"high","GSM110698"
"GSM110699",6.13026806516591,"low","GSM110699"
"GSM110700",7.82073818403322,"high","GSM110700"
"GSM110701",7.34210509471383,"high","GSM110701"
"GSM110702",8.0054563656486,"high","GSM110702"
"GSM110703",7.32729753266204,"high","GSM110703"
"GSM110704",7.4533553293317,"high","GSM110704"
"GSM110705",7.79491072975634,"high","GSM110705"
"GSM110706",7.14202656593161,"low","GSM110706"
"GSM110707",6.99229565014102,"low","GSM110707"
"GSM110708",7.71429376861542,"high","GSM110708"
"GSM110709",8.22523909818896,"high","GSM110709"
"GSM110710",6.99741663907132,"low","GSM110710"
"GSM110711",7.49526895688023,"high","GSM110711"
"GSM110712",7.82888667423496,"high","GSM110712"
"GSM110713",7.11530224376575,"low","GSM110713"
"GSM110714",8.1334672185475,"high","GSM110714"
"GSM110715",8.16052400280753,"high","GSM110715"
"GSM110716",7.70484757681994,"high","GSM110716"
"GSM110717",6.598499641401,"low","GSM110717"
"GSM110718",7.45547816315588,"high","GSM110718"
"GSM110719",7.88716203058622,"high","GSM110719"
"GSM110720",7.43651410793366,"high","GSM110720"
"GSM110721",5.34966567547032,"low","GSM110721"
"GSM110722",6.98642714609383,"low","GSM110722"
"GSM110723",7.11041087059773,"low","GSM110723"
"GSM110724",7.23336373493054,"low","GSM110724"
"GSM110725",6.80797253167786,"low","GSM110725"
"GSM110726",6.93611545786012,"low","GSM110726"
"GSM110727",7.32076085190499,"high","GSM110727"
"GSM110728",7.59509581131275,"high","GSM110728"
"GSM110729",7.65334372831562,"high","GSM110729"
"GSM110730",7.71216905765,"high","GSM110730"
"GSM110731",8.4591687726061,"high","GSM110731"
"GSM110732",7.64506987818387,"high","GSM110732"
"GSM110733",7.11659166484646,"low","GSM110733"
"GSM110734",5.96330277149225,"low","GSM110734"
"GSM110735",7.94627516467548,"high","GSM110735"
"GSM110736",4.97517855095061,"low","GSM110736"
"GSM110737",4.79207140159145,"low","GSM110737"
"GSM110738",7.99408487552373,"high","GSM110738"
"GSM110739",7.84913141175304,"high","GSM110739"
"GSM110740",7.20125486752836,"low","GSM110740"
"GSM110741",8.03189370755664,"high","GSM110741"
"GSM110742",7.6734959048492,"high","GSM110742"
"GSM110743",6.58694208945111,"low","GSM110743"
"GSM110744",5.46457627814069,"low","GSM110744"
"GSM110745",7.11663486961457,"low","GSM110745"
"GSM110746",7.52920768396622,"high","GSM110746"
"GSM110747",7.12634946667444,"low","GSM110747"
"GSM110748",6.45674103844822,"low","GSM110748"
"GSM110749",7.63359016435695,"high","GSM110749"
"GSM110750",7.43465460009031,"high","GSM110750"
"GSM110751",7.59477211351473,"high","GSM110751"
"GSM110752",7.2936849052027,"high","GSM110752"
"GSM110753",6.97593638368324,"low","GSM110753"
"GSM110754",8.26758733492137,"high","GSM110754"
"GSM110755",6.69025988244519,"low","GSM110755"
"GSM110756",6.84022178186465,"low","GSM110756"
"GSM110757",7.35786551238875,"high","GSM110757"
"GSM110758",7.56277223240743,"high","GSM110758"
"GSM110759",7.82514336218154,"high","GSM110759"
"GSM110760",8.14695539391943,"high","GSM110760"
"GSM110761",7.03445481478675,"low","GSM110761"
"GSM110762",7.6150551318238,"high","GSM110762"
"GSM110763",7.94802528854001,"high","GSM110763"
"GSM110764",8.34815646851263,"high","GSM110764"
"GSM110765",7.28939233435618,"high","GSM110765"
"GSM110766",6.6338385889462,"low","GSM110766"
"GSM110767",7.21064890683324,"low","GSM110767"
"GSM110768",7.23613927850966,"low","GSM110768"
"GSM110769",7.39537826049385,"high","GSM110769"
"GSM110770",7.50482706403269,"high","GSM110770"
"GSM110771",7.83272336388735,"high","GSM110771"
"GSM110772",7.1700928459695,"low","GSM110772"
"GSM110773",7.53841090432318,"high","GSM110773"
"GSM110774",7.50258087130335,"high","GSM110774"
"GSM110775",6.70434392821128,"low","GSM110775"
"GSM110776",7.52776301715809,"high","GSM110776"
"GSM110777",7.72826865281906,"high","GSM110777"
"GSM110778",7.3678082479401,"high","GSM110778"
"GSM110779",7.50434046317908,"high","GSM110779"
"GSM110780",6.55572011037932,"low","GSM110780"
"GSM110781",7.11229518842832,"low","GSM110781"
"GSM110782",6.76049810564841,"low","GSM110782"
"GSM110783",6.26366440675434,"low","GSM110783"
"GSM110784",7.10056753817129,"low","GSM110784"
"GSM110785",5.31885026186863,"low","GSM110785"
"GSM110786",7.50365217828714,"high","GSM110786"
"GSM110787",6.98062586700727,"low","GSM110787"
"GSM110788",6.78187837776191,"low","GSM110788"
"GSM110789",6.73370855151481,"low","GSM110789"
"GSM110790",6.68314410773381,"low","GSM110790"
"GSM110791",7.30651283684716,"high","GSM110791"
"GSM110792",7.14969825132251,"low","GSM110792"
"GSM110793",6.99076786181015,"low","GSM110793"
"GSM110794",7.01589853960783,"low","GSM110794"
"GSM110795",6.06246256347748,"low","GSM110795"
"GSM110796",7.21053734318706,"low","GSM110796"
"GSM110797",6.80078027132662,"low","GSM110797"
"GSM110798",7.99892954879187,"high","GSM110798"
"GSM110799",7.6161471521723,"high","GSM110799"
"GSM110800",5.42878080081595,"low","GSM110800"
"GSM110801",6.89136904408061,"low","GSM110801"
"GSM110802",7.4916373388109,"high","GSM110802"
"GSM110803",7.06264719252505,"low","GSM110803"
"GSM110804",6.12184640021717,"low","GSM110804"
"GSM110805",6.15334356201318,"low","GSM110805"
"GSM110806",7.14235539160877,"low","GSM110806"
"GSM110807",6.17228227173489,"low","GSM110807"
"GSM110808",7.17017876555128,"low","GSM110808"
"GSM110809",5.25527571050563,"low","GSM110809"
"GSM110810",7.6565955510624,"high","GSM110810"
"GSM110811",7.05197227993623,"low","GSM110811"
"GSM110812",7.82402468676987,"high","GSM110812"
"GSM110813",7.83151228527958,"high","GSM110813"
"GSM110814",6.95869543256817,"low","GSM110814"
"GSM110815",8.00720958785111,"high","GSM110815"
"GSM110816",7.62892659265297,"high","GSM110816"
"GSM110817",6.16335269898398,"low","GSM110817"
"GSM110818",7.72668144800233,"high","GSM110818"
"GSM110819",7.39519993949518,"high","GSM110819"
"GSM110820",6.91619084856189,"low","GSM110820"
"GSM110821",7.81038740597887,"high","GSM110821"
"GSM110822",8.124139601338,"high","GSM110822"
"GSM110823",6.80757861353161,"low","GSM110823"
"GSM110824",5.15257046491251,"low","GSM110824"
"GSM110825",7.33077802136726,"high","GSM110825"
"GSM110826",7.79731961384851,"high","GSM110826"
"GSM110827",6.86318545854575,"low","GSM110827"
"GSM110828",6.17695567352184,"low","GSM110828"
"GSM110829",8.17635054675377,"high","GSM110829"
"GSM110830",7.04172302166292,"low","GSM110830"
"GSM110831",7.76788258673723,"high","GSM110831"
"GSM110832",7.24248833407201,"high","GSM110832"
"GSM110833",7.20994480612402,"low","GSM110833"
"GSM110834",8.00926029985464,"high","GSM110834"
"GSM110835",7.69964693322724,"high","GSM110835"
"GSM110836",7.45803428728638,"high","GSM110836"
"GSM110837",5.20091205345594,"low","GSM110837"
"GSM110838",7.87710950419355,"high","GSM110838"
"GSM110839",7.67027508127553,"high","GSM110839"
"GSM110840",6.36072133603794,"low","GSM110840"
"GSM110841",6.86040286749126,"low","GSM110841"
"GSM110842",8.03276248809321,"high","GSM110842"
"GSM110843",7.42184859480575,"high","GSM110843"
"GSM110844",7.27045751378409,"high","GSM110844"
"GSM110845",6.35975187364598,"low","GSM110845"
"GSM110846",8.05806053677532,"high","GSM110846"
"GSM110847",5.51988248979649,"low","GSM110847"
"GSM110848",6.84546643713117,"low","GSM110848"
"GSM110849",7.7612668537237,"high","GSM110849"
"GSM110850",7.52136322657715,"high","GSM110850"
"GSM110851",6.80891120889799,"low","GSM110851"
"GSM110852",7.77412971698278,"high","GSM110852"
"GSM110853",8.06026984793157,"high","GSM110853"
"GSM110854",7.75168846688934,"high","GSM110854"
"GSM110855",8.02245982833611,"high","GSM110855"
"GSM110856",7.83393620356105,"high","GSM110856"
"GSM110857",7.72359035536132,"high","GSM110857"
"GSM110858",6.43989020907905,"low","GSM110858"
"GSM110859",7.67374317202146,"high","GSM110859"
"GSM110860",7.04921192575428,"low","GSM110860"
"GSM110861",8.36151415381883,"high","GSM110861"
"GSM110862",7.78477351058525,"high","GSM110862"
"GSM110863",7.97440908509868,"high","GSM110863"
"GSM110864",5.98976057251742,"low","GSM110864"
"GSM110865",7.9088896867286,"high","GSM110865"
"GSM110866",7.06314073914427,"low","GSM110866"
"GSM110867",6.34964432783052,"low","GSM110867"
"GSM110868",7.8282247173955,"high","GSM110868"
"GSM110869",8.53540555294236,"high","GSM110869"
"GSM110870",7.36942404498902,"high","GSM110870"
"GSM110871",6.3668030611372,"low","GSM110871"
"GSM110872",7.7245900279803,"high","GSM110872"
"GSM110873",7.57284131063805,"high","GSM110873"
"GSM119938",6.4675559531548,"low","GSM119938"
"GSM119939",6.96333847062715,"low","GSM119939"
"GSM119940",5.3710876722226,"low","GSM119940"
"GSM119941",5.0338376866158,"low","GSM119941"
"GSM119942",5.86055758763768,"low","GSM119942"
"GSM119943",5.48523527394887,"low","GSM119943"
"GSM119944",5.37233687594426,"low","GSM119944"
"GSM119945",5.3237361863949,"low","GSM119945"
"GSM119946",6.96378433827302,"low","GSM119946"
"GSM119947",5.22359329272454,"low","GSM119947"
"GSM119948",7.08510885169817,"low","GSM119948"
"GSM119949",6.83732716411374,"low","GSM119949"
"GSM119950",5.06000618691925,"low","GSM119950"
"GSM119951",5.24891961594496,"low","GSM119951"
"GSM119952",5.84547907731144,"low","GSM119952"
"GSM119953",6.69672007673191,"low","GSM119953"
"GSM119954",5.05301333238933,"low","GSM119954"
"GSM119955",5.54478776974018,"low","GSM119955"
"GSM119956",7.21506286888982,"low","GSM119956"
"GSM119957",6.72477214053744,"low","GSM119957"
"GSM119958",4.82564554768142,"low","GSM119958"
